,home_team_name,away_team_name,home_wins,year,stadium_name,city,attendance,capacity,league
5758,LAD,PHI,1,2018,Dodger Stadium,"Los Angeles, California","39,759",,MLB
5759,CLE,CHW,1,2018,Progressive Field,"Cleveland, Ohio","30,441",,MLB
5760,BAL,WSH,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","13,935",,MLB
5761,NYY,HOU,1,2018,Yankee Stadium,"Bronx, New York","45,458",,MLB
5762,PIT,CHC,0,2018,PNC Park,"Pittsburgh, Pennsylvania","11,475",,MLB
5763,BOS,TOR,1,2018,Fenway Park,"Boston, Massachusetts","33,380",,MLB
5764,DET,LAA,0,2018,Comerica Park,"Detroit, Michigan","17,397",,MLB
5765,ATL,NYM,1,2018,Truist Park,"Atlanta, Georgia","19,443",,MLB
5766,MIL,STL,0,2018,Miller Park,"Milwaukee, Wisconsin","40,982",,MLB
5767,MIL,STL,0,2018,American Family Field,"Milwaukee, Wisconsin","40,982",,MLB
5768,KC,MIN,1,2018,Kauffman Stadium,"Kansas City, Missouri","20,533",,MLB
5769,COL,SF,1,2018,Coors Field,"Denver, Colorado","27,348",,MLB
5770,ARI,CIN,1,2018,Chase Field,"Phoenix, Arizona","20,046",,MLB
5771,OAK,TB,0,2018,Oakland Coliseum,"Oakland, California","7,521",,MLB
5772,SEA,TEX,0,2018,T-Mobile Park,"Seattle, Washington","13,259",,MLB
5773,LAD,PHI,0,2018,Dodger Stadium,"Los Angeles, California","40,044",,MLB
5774,SD,MIA,1,2018,Petco Park,"San Diego, California","16,321",,MLB
5775,BOS,TOR,1,2018,Fenway Park,"Boston, Massachusetts","33,451",,MLB
5776,CLE,CHW,1,2018,Progressive Field,"Cleveland, Ohio","17,930",,MLB
5777,MIL,STL,1,2018,Miller Park,"Milwaukee, Wisconsin","33,133",,MLB
5778,ARI,CIN,0,2018,Chase Field,"Phoenix, Arizona","18,340",,MLB
5779,NYY,HOU,1,2018,Yankee Stadium,"Bronx, New York","45,229",,MLB
5780,BAL,WSH,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","20,370",,MLB
5781,PIT,CHC,1,2018,PNC Park,"Pittsburgh, Pennsylvania","14,126",,MLB
5782,DET,LAA,1,2018,Comerica Park,"Detroit, Michigan","19,494",,MLB
5783,ATL,NYM,0,2018,Truist Park,"Atlanta, Georgia","21,449",,MLB
5784,KC,MIN,1,2018,Kauffman Stadium,"Kansas City, Missouri","21,343",,MLB
5785,COL,SF,0,2018,Coors Field,"Denver, Colorado","29,400",,MLB
5786,OAK,TB,0,2018,Oakland Coliseum,"Oakland, California","6,705",,MLB
5787,SEA,TEX,0,2018,T-Mobile Park,"Seattle, Washington","13,070",,MLB
5788,LAD,PHI,1,2018,Dodger Stadium,"Los Angeles, California","43,302",,MLB
5789,SD,MIA,1,2018,Petco Park,"San Diego, California","15,733",,MLB
5790,DET,LAA,1,2018,Comerica Park,"Detroit, Michigan","24,696",,MLB
5791,OAK,TB,1,2018,Oakland Coliseum,"Oakland, California","12,070",,MLB
5792,NYM,CHC,0,2018,Citi Field,"Queens, New York","34,458",,MLB
5793,STL,PIT,1,2018,Busch Stadium,"St. Louis, Missouri","40,832",,MLB
5794,ATL,WSH,1,2018,Truist Park,"Atlanta, Georgia","22,380",,MLB
5795,LAD,PHI,0,2018,Dodger Stadium,"Los Angeles, California","40,986",,MLB
5796,MIN,CLE,0,2018,Target Field,"Minneapolis, Minnesota","19,148",,MLB
5797,HOU,BOS,1,2018,Minute Maid Park,"Houston, Texas","30,658",,MLB
5798,SD,MIA,1,2018,Petco Park,"San Diego, California","17,373",,MLB
5799,SEA,TEX,1,2018,T-Mobile Park,"Seattle, Washington","15,630",,MLB
5800,BAL,NYY,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","26,500",,MLB
5801,DET,TOR,1,2018,Comerica Park,"Detroit, Michigan","22,192",,MLB
5802,NYM,CHC,0,2018,Citi Field,"Queens, New York","37,183",,MLB
5803,ATL,WSH,1,2018,Truist Park,"Atlanta, Georgia","33,845",,MLB
5804,CHW,MIL,1,2018,Guaranteed Rate Field,"Chicago, Illinois","20,004",,MLB
5805,MIN,CLE,1,2018,Target Field,"Minneapolis, Minnesota","30,171",,MLB
5806,HOU,BOS,1,2018,Minute Maid Park,"Houston, Texas","37,244",,MLB
5807,KC,OAK,0,2018,Kauffman Stadium,"Kansas City, Missouri","23,413",,MLB
5808,STL,PIT,0,2018,Busch Stadium,"St. Louis, Missouri","47,135",,MLB
5809,COL,LAD,0,2018,Coors Field,"Denver, Colorado","42,711",,MLB
5810,ARI,MIA,1,2018,Chase Field,"Phoenix, Arizona","25,866",,MLB
5811,LAA,TEX,1,2018,Angel Stadium,"Anaheim, California","33,511",,MLB
5812,SEA,TB,1,2018,T-Mobile Park,"Seattle, Washington","22,636",,MLB
5813,SD,CIN,0,2018,Petco Park,"San Diego, California","25,729",,MLB
5814,SF,PHI,1,2018,Oracle Park,"San Francisco, California","38,119",,MLB
5815,CHW,MIL,0,2018,Guaranteed Rate Field,"Chicago, Illinois","29,281",,MLB
5816,KC,OAK,1,2018,Kauffman Stadium,"Kansas City, Missouri","24,553",,MLB
5817,STL,PIT,1,2018,Busch Stadium,"St. Louis, Missouri","44,492",,MLB
5818,BAL,NYY,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","32,823",,MLB
5819,DET,TOR,1,2018,Comerica Park,"Detroit, Michigan","34,674",,MLB
5820,MIN,CLE,1,2018,Target Field,"Minneapolis, Minnesota","23,476",,MLB
5821,ATL,WSH,0,2018,Truist Park,"Atlanta, Georgia","39,578",,MLB
5822,HOU,BOS,0,2018,Minute Maid Park,"Houston, Texas","38,640",,MLB
5823,NYM,CHC,0,2018,Citi Field,"Queens, New York","32,817",,MLB
5824,COL,LAD,0,2018,Coors Field,"Denver, Colorado","47,703",,MLB
5825,SD,CIN,1,2018,Petco Park,"San Diego, California","31,710",,MLB
5826,LAA,TEX,0,2018,Angel Stadium,"Anaheim, California","44,603",,MLB
5827,SF,PHI,1,2018,Oracle Park,"San Francisco, California","39,208",,MLB
5828,SEA,TB,1,2018,T-Mobile Park,"Seattle, Washington","28,599",,MLB
5829,ARI,MIA,1,2018,Chase Field,"Phoenix, Arizona","34,117",,MLB
5830,DET,TOR,0,2018,Comerica Park,"Detroit, Michigan","24,658",,MLB
5831,NYM,CHC,0,2018,Citi Field,"Queens, New York","34,946",,MLB
5832,ATL,WSH,1,2018,Truist Park,"Atlanta, Georgia","33,132",,MLB
5833,CHW,MIL,1,2018,Guaranteed Rate Field,"Chicago, Illinois","25,338",,MLB
5834,MIN,CLE,1,2018,Target Field,"Minneapolis, Minnesota","26,096",,MLB
5835,KC,OAK,0,2018,Kauffman Stadium,"Kansas City, Missouri","19,424",,MLB
5836,STL,PIT,1,2018,Busch Stadium,"St. Louis, Missouri","44,432",,MLB
5837,COL,LAD,0,2018,Coors Field,"Denver, Colorado","41,851",,MLB
5838,SF,PHI,1,2018,Oracle Park,"San Francisco, California","40,491",,MLB
5839,LAA,TEX,1,2018,Angel Stadium,"Anaheim, California","33,541",,MLB
5840,SEA,TB,1,2018,T-Mobile Park,"Seattle, Washington","26,567",,MLB
5841,ARI,MIA,1,2018,Chase Field,"Phoenix, Arizona","31,727",,MLB
5842,SD,CIN,1,2018,Petco Park,"San Diego, California","25,377",,MLB
5843,HOU,BOS,0,2018,Minute Maid Park,"Houston, Texas","33,431",,MLB
5844,DET,NYY,0,2018,Comerica Park,"Detroit, Michigan","28,016",,MLB
5845,DET,NYY,1,2018,Comerica Park,"Detroit, Michigan","24,165",,MLB
5846,SF,ARI,1,2018,Oracle Park,"San Francisco, California","36,542",,MLB
5847,LAA,KC,1,2018,Angel Stadium,"Anaheim, California","32,553",,MLB
5848,SD,ATL,1,2018,Petco Park,"San Diego, California","19,419",,MLB
5849,MIN,CHW,1,2018,Target Field,"Minneapolis, Minnesota",,,MLB
5850,WSH,TB,1,2018,Nationals Park,"Washington, D.C.","32,165",,MLB
5851,PIT,LAD,0,2018,PNC Park,"Pittsburgh, Pennsylvania","12,879",,MLB
5852,TOR,NYY,0,2018,Rogers Centre,"Toronto, Ontario","29,308",,MLB
5853,BOS,DET,1,2018,Fenway Park,"Boston, Massachusetts","34,762",,MLB
5854,CLE,MIL,1,2018,Progressive Field,"Cleveland, Ohio","22,330",,MLB
5855,CIN,COL,0,2018,Great American Ball Park,"Cincinnati, Ohio","21,944",,MLB
5856,NYM,BAL,0,2018,Citi Field,"Queens, New York","25,342",,MLB
5857,MIN,CHW,0,2018,Target Field,"Minneapolis, Minnesota","26,261",,MLB
5858,TEX,OAK,1,2018,Globe Life Park in Arlington,"Arlington, Texas","19,470",,MLB
5859,CHC,PHI,0,2018,Wrigley Field,"Chicago, Illinois","40,553",,MLB
5860,HOU,SEA,0,2018,Minute Maid Park,"Houston, Texas","35,646",,MLB
5861,STL,MIA,0,2018,Busch Stadium,"St. Louis, Missouri","40,070",,MLB
5862,LAA,KC,1,2018,Angel Stadium,"Anaheim, California","31,514",,MLB
5863,SD,ATL,0,2018,Petco Park,"San Diego, California","21,049",,MLB
5864,SF,ARI,0,2018,Oracle Park,"San Francisco, California","36,925",,MLB
5865,WSH,TB,1,2018,Nationals Park,"Washington, D.C.","33,106",,MLB
5866,CLE,MIL,1,2018,Progressive Field,"Cleveland, Ohio","21,315",,MLB
5867,NYM,BAL,0,2018,Citi Field,"Queens, New York","30,366",,MLB
5868,SD,ATL,1,2018,Petco Park,"San Diego, California","20,898",,MLB
5869,SF,ARI,1,2018,Oracle Park,"San Francisco, California","41,042",,MLB
5870,PIT,LAD,1,2018,PNC Park,"Pittsburgh, Pennsylvania","14,327",,MLB
5871,TOR,NYY,0,2018,Rogers Centre,"Toronto, Ontario","27,838",,MLB
5872,BOS,DET,1,2018,Fenway Park,"Boston, Massachusetts","35,182",,MLB
5873,CIN,COL,0,2018,Great American Ball Park,"Cincinnati, Ohio","19,762",,MLB
5874,TEX,OAK,1,2018,Globe Life Park in Arlington,"Arlington, Texas","22,335",,MLB
5875,CHC,PHI,1,2018,Wrigley Field,"Chicago, Illinois","40,275",,MLB
5876,MIN,CHW,0,2018,Target Field,"Minneapolis, Minnesota","20,393",,MLB
5877,HOU,SEA,1,2018,Minute Maid Park,"Houston, Texas","30,361",,MLB
5878,STL,MIA,0,2018,Busch Stadium,"St. Louis, Missouri","40,109",,MLB
5879,LAA,KC,1,2018,Angel Stadium,"Anaheim, California","36,512",,MLB
5880,CIN,COL,1,2018,Great American Ball Park,"Cincinnati, Ohio","15,957",,MLB
5881,PIT,LAD,0,2018,PNC Park,"Pittsburgh, Pennsylvania","19,713",,MLB
5882,MIN,CHW,1,2018,Target Field,"Minneapolis, Minnesota","21,469",,MLB
5883,STL,MIA,1,2018,Busch Stadium,"St. Louis, Missouri","41,297",,MLB
5884,CHC,PHI,1,2018,Wrigley Field,"Chicago, Illinois","40,057",,MLB
5885,CHC,PHI,1,2018,Wrigley Field,"Chicago, Illinois","40,057",,MLB
5886,BOS,DET,0,2018,Fenway Park,"Boston, Massachusetts","36,556",,MLB
5887,TOR,BAL,1,2018,Rogers Centre,"Toronto, Ontario","24,494",,MLB
5888,TB,SEA,0,2018,Tropicana Field,"St. Petersburg, Florida","10,342",,MLB
5889,TEX,HOU,0,2018,Globe Life Park in Arlington,"Arlington, Texas","30,236",,MLB
5890,OAK,KC,1,2018,Oakland Coliseum,"Oakland, California","7,963",,MLB
5891,CHC,PIT,1,2018,Wrigley Field,"Chicago, Illinois","40,097",,MLB
5892,WSH,SF,0,2018,Nationals Park,"Washington, D.C.","41,591",,MLB
5893,PHI,MIL,0,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","22,196",,MLB
5894,TOR,BAL,1,2018,Rogers Centre,"Toronto, Ontario","28,863",,MLB
5895,BOS,CHW,0,2018,Fenway Park,"Boston, Massachusetts","36,593",,MLB
5896,DET,CLE,0,2018,Comerica Park,"Detroit, Michigan","21,766",,MLB
5897,CIN,STL,0,2018,Great American Ball Park,"Cincinnati, Ohio","26,144",,MLB
5898,NYM,NYY,0,2018,Citi Field,"Queens, New York","42,961",,MLB
5899,MIA,SD,1,2018,Marlins Park,"Miami, Florida","10,654",,MLB
5900,TB,SEA,0,2018,Tropicana Field,"St. Petersburg, Florida","12,435",,MLB
5901,TEX,HOU,0,2018,Globe Life Park in Arlington,"Arlington, Texas","31,722",,MLB
5902,MIN,LAA,0,2018,Target Field,"Minneapolis, Minnesota","28,383",,MLB
5903,COL,ARI,0,2018,Coors Field,"Denver, Colorado","38,917",,MLB
5904,OAK,KC,1,2018,Oakland Coliseum,"Oakland, California","10,132",,MLB
5905,LAD,ATL,1,2018,Dodger Stadium,"Los Angeles, California","47,262",,MLB
5906,WSH,SF,1,2018,Nationals Park,"Washington, D.C.","37,701",,MLB
5907,PHI,MIL,0,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","25,304",,MLB
5908,TOR,BAL,1,2018,Rogers Centre,"Toronto, Ontario","34,643",,MLB
5909,MIN,LAA,0,2018,Target Field,"Minneapolis, Minnesota","24,061",,MLB
5910,CHC,PIT,1,2018,Wrigley Field,"Chicago, Illinois","41,045",,MLB
5911,BOS,CHW,1,2018,Fenway Park,"Boston, Massachusetts","36,675",,MLB
5912,OAK,KC,0,2018,Oakland Coliseum,"Oakland, California","16,208",,MLB
5913,DET,CLE,1,2018,Comerica Park,"Detroit, Michigan","27,038",,MLB
5914,CIN,STL,0,2018,Great American Ball Park,"Cincinnati, Ohio","34,469",,MLB
5915,MIA,SD,0,2018,Marlins Park,"Miami, Florida","12,089",,MLB
5916,TB,SEA,1,2018,Tropicana Field,"St. Petersburg, Florida","12,258",,MLB
5917,TEX,HOU,0,2018,Globe Life Park in Arlington,"Arlington, Texas","38,068",,MLB
5918,NYM,NYY,0,2018,Citi Field,"Queens, New York","43,603",,MLB
5919,COL,ARI,0,2018,Coors Field,"Denver, Colorado","43,197",,MLB
5920,LAD,ATL,0,2018,Dodger Stadium,"Los Angeles, California","52,718",,MLB
5921,BOS,CHW,0,2018,Fenway Park,"Boston, Massachusetts","36,998",,MLB
5922,TOR,BAL,1,2018,Rogers Centre,"Toronto, Ontario","33,485",,MLB
5923,DET,CLE,0,2018,Comerica Park,"Detroit, Michigan","22,862",,MLB
5924,CIN,STL,1,2018,Great American Ball Park,"Cincinnati, Ohio","19,344",,MLB
5925,MIA,SD,0,2018,Marlins Park,"Miami, Florida","12,984",,MLB
5926,TB,SEA,0,2018,Tropicana Field,"St. Petersburg, Florida","10,512",,MLB
5927,PHI,MIL,1,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","31,175",,MLB
5928,MIN,LAA,1,2018,Target Field,"Minneapolis, Minnesota","28,656",,MLB
5929,CHC,PIT,0,2018,Wrigley Field,"Chicago, Illinois","40,735",,MLB
5930,TEX,HOU,0,2018,Globe Life Park in Arlington,"Arlington, Texas","30,251",,MLB
5931,COL,ARI,0,2018,Coors Field,"Denver, Colorado","36,433",,MLB
5932,OAK,KC,1,2018,Oakland Coliseum,"Oakland, California","15,548",,MLB
5933,WSH,SF,0,2018,Nationals Park,"Washington, D.C.","35,705",,MLB
5934,LAD,ATL,1,2018,Dodger Stadium,"Los Angeles, California","47,711",,MLB
5935,NYM,NYY,1,2018,Citi Field,"Queens, New York","36,171",,MLB
5936,BAL,BOS,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","15,934",,MLB
5937,MIA,SF,1,2018,Marlins Park,"Miami, Florida","6,023",,MLB
5938,TB,TOR,1,2018,Tropicana Field,"St. Petersburg, Florida","10,769",,MLB
5939,CHW,CLE,0,2018,Guaranteed Rate Field,"Chicago, Illinois","13,125",,MLB
5940,MIL,CHC,0,2018,Miller Park,"Milwaukee, Wisconsin","37,578",,MLB
5941,STL,SD,1,2018,Busch Stadium,"St. Louis, Missouri","40,971",,MLB
5942,ARI,PIT,1,2018,Chase Field,"Phoenix, Arizona","20,927",,MLB
5943,SEA,LAA,1,2018,T-Mobile Park,"Seattle, Washington","20,116",,MLB
5944,BAL,BOS,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","21,837",,MLB
5945,NYY,WSH,1,2018,Yankee Stadium,"Bronx, New York","44,220",,MLB
5946,PHI,COL,1,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","19,556",,MLB
5947,DET,MIN,0,2018,Comerica Park,"Detroit, Michigan","20,340",,MLB
5948,MIA,SF,1,2018,Marlins Park,"Miami, Florida","5,928",,MLB
5949,TB,TOR,1,2018,Tropicana Field,"St. Petersburg, Florida","11,162",,MLB
5950,ATL,NYM,1,2018,Truist Park,"Atlanta, Georgia","29,892",,MLB
5951,CHW,CLE,1,2018,Guaranteed Rate Field,"Chicago, Illinois","12,357",,MLB
5952,MIL,CHC,1,2018,Miller Park,"Milwaukee, Wisconsin","35,459",,MLB
5953,KC,CIN,0,2018,Kauffman Stadium,"Kansas City, Missouri","20,476",,MLB
5954,STL,SD,0,2018,Busch Stadium,"St. Louis, Missouri","40,199",,MLB
5955,ARI,PIT,1,2018,Chase Field,"Phoenix, Arizona","22,488",,MLB
5956,OAK,HOU,0,2018,Oakland Coliseum,"Oakland, California","11,742",,MLB
5957,SEA,LAA,1,2018,T-Mobile Park,"Seattle, Washington","20,402",,MLB
5958,LAD,TEX,1,2018,Dodger Stadium,"Los Angeles, California","48,233",,MLB
5959,ATL,NYM,1,2018,Truist Park,"Atlanta, Georgia","32,015",,MLB
5960,TB,TOR,1,2018,Tropicana Field,"St. Petersburg, Florida","10,847",,MLB
5961,MIL,CHC,1,2018,Miller Park,"Milwaukee, Wisconsin","39,822",,MLB
5962,BAL,BOS,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","17,217",,MLB
5963,ARI,PIT,0,2018,Chase Field,"Phoenix, Arizona","32,803",,MLB
5964,SEA,LAA,1,2018,T-Mobile Park,"Seattle, Washington","28,236",,MLB
5965,NYY,WSH,0,2018,Yankee Stadium,"Bronx, New York","45,030",,MLB
5966,PHI,COL,0,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","20,075",,MLB
5967,DET,MIN,1,2018,Comerica Park,"Detroit, Michigan","19,206",,MLB
5968,MIA,SF,1,2018,Marlins Park,"Miami, Florida","6,075",,MLB
5969,CHW,CLE,1,2018,Guaranteed Rate Field,"Chicago, Illinois","19,390",,MLB
5970,KC,CIN,0,2018,Kauffman Stadium,"Kansas City, Missouri","24,899",,MLB
5971,STL,SD,0,2018,Busch Stadium,"St. Louis, Missouri","44,094",,MLB
5972,OAK,HOU,0,2018,Oakland Coliseum,"Oakland, California","9,164",,MLB
5973,LAD,TEX,1,2018,Dodger Stadium,"Los Angeles, California","41,303",,MLB
5974,MIA,SF,0,2018,Marlins Park,"Miami, Florida","9,726",,MLB
5975,PHI,COL,1,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","22,500",,MLB
5976,DET,MIN,1,2018,Comerica Park,"Detroit, Michigan","27,573",,MLB
5977,CHW,CLE,0,2018,Guaranteed Rate Field,"Chicago, Illinois","17,183",,MLB
5978,OAK,HOU,0,2018,Oakland Coliseum,"Oakland, California","13,009",,MLB
5979,NYY,TB,1,2018,Yankee Stadium,"Bronx, New York","45,066",,MLB
5980,ATL,SD,1,2018,Truist Park,"Atlanta, Georgia","25,250",,MLB
5981,ARI,NYM,1,2018,Chase Field,"Phoenix, Arizona","23,300",,MLB
5982,SEA,BOS,0,2018,T-Mobile Park,"Seattle, Washington","30,479",,MLB
5983,BAL,MIA,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","23,968",,MLB
5984,NYY,TB,1,2018,Yankee Stadium,"Bronx, New York","45,112",,MLB
5985,PIT,CIN,1,2018,PNC Park,"Pittsburgh, Pennsylvania","23,007",,MLB
5986,TOR,WSH,1,2018,Rogers Centre,"Toronto, Ontario","29,633",,MLB
5987,CLE,MIN,0,2018,Progressive Field,"Cleveland, Ohio","32,637",,MLB
5988,ATL,SD,0,2018,Truist Park,"Atlanta, Georgia","41,497",,MLB
5989,TEX,COL,0,2018,Globe Life Park in Arlington,"Arlington, Texas","30,448",,MLB
5990,CHW,DET,0,2018,Guaranteed Rate Field,"Chicago, Illinois","22,813",,MLB
5991,MIL,PHI,1,2018,Miller Park,"Milwaukee, Wisconsin","40,945",,MLB
5992,KC,HOU,0,2018,Kauffman Stadium,"Kansas City, Missouri","27,603",,MLB
5993,STL,CHC,0,2018,Busch Stadium,"St. Louis, Missouri","46,188",,MLB
5994,OAK,LAA,0,2018,Oakland Coliseum,"Oakland, California","18,356",,MLB
5995,ARI,NYM,1,2018,Chase Field,"Phoenix, Arizona","32,170",,MLB
5996,SEA,BOS,1,2018,T-Mobile Park,"Seattle, Washington","44,459",,MLB
5997,LAD,SF,1,2018,Dodger Stadium,"Los Angeles, California","53,433",,MLB
5998,NYY,TB,1,2018,Yankee Stadium,"Bronx, New York","46,249",,MLB
5999,CHW,DET,0,2018,Guaranteed Rate Field,"Chicago, Illinois","23,195",,MLB
6000,KC,HOU,0,2018,Kauffman Stadium,"Kansas City, Missouri","20,657",,MLB
6001,BAL,MIA,0,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","23,948",,MLB
6002,OAK,LAA,1,2018,Oakland Coliseum,"Oakland, California","19,185",,MLB
6003,TEX,COL,1,2018,Globe Life Park in Arlington,"Arlington, Texas","23,468",,MLB
6004,PIT,CIN,1,2018,PNC Park,"Pittsburgh, Pennsylvania","27,479",,MLB
6005,TOR,WSH,1,2018,Rogers Centre,"Toronto, Ontario","36,044",,MLB
6006,CLE,MIN,0,2018,Progressive Field,"Cleveland, Ohio","30,282",,MLB
6007,MIL,PHI,0,2018,Miller Park,"Milwaukee, Wisconsin","40,531",,MLB
6008,ATL,SD,1,2018,Truist Park,"Atlanta, Georgia","41,916",,MLB
6009,SEA,BOS,1,2018,T-Mobile Park,"Seattle, Washington","44,151",,MLB
6010,LAD,SF,1,2018,Dodger Stadium,"Los Angeles, California","53,706",,MLB
6011,STL,CHC,0,2018,Busch Stadium,"St. Louis, Missouri","47,168",,MLB
6012,ARI,NYM,0,2018,Chase Field,"Phoenix, Arizona","31,824",,MLB
6013,BAL,MIA,1,2018,Oriole Park at Camden Yards,"Baltimore, Maryland","21,421",,MLB
6014,TOR,WSH,1,2018,Rogers Centre,"Toronto, Ontario","35,146",,MLB
6015,CLE,MIN,1,2018,Progressive Field,"Cleveland, Ohio","27,128",,MLB
6016,ATL,SD,1,2018,Truist Park,"Atlanta, Georgia","40,251",,MLB
6017,PIT,CIN,0,2018,PNC Park,"Pittsburgh, Pennsylvania","23,042",,MLB
6018,NYY,TB,0,2018,Yankee Stadium,"Bronx, New York","46,400",,MLB
6019,CHW,DET,0,2018,Guaranteed Rate Field,"Chicago, Illinois","26,746",,MLB
6020,MIL,PHI,0,2018,Miller Park,"Milwaukee, Wisconsin","40,985",,MLB
6021,KC,HOU,0,2018,Kauffman Stadium,"Kansas City, Missouri","22,326",,MLB
6022,TEX,COL,1,2018,Globe Life Park in Arlington,"Arlington, Texas","25,513",,MLB
6023,OAK,LAA,1,2018,Oakland Coliseum,"Oakland, California","21,217",,MLB
6024,SEA,BOS,0,2018,T-Mobile Park,"Seattle, Washington","46,462",,MLB
6025,LAD,SF,0,2018,Dodger Stadium,"Los Angeles, California","49,541",,MLB
6026,ARI,NYM,0,2018,Chase Field,"Phoenix, Arizona","47,907",,MLB
6027,STL,CHC,1,2018,Busch Stadium,"St. Louis, Missouri","46,214",,MLB
6028,WSH,NYY,1,2018,Nationals Park,"Washington, D.C.","41,567",,MLB
6029,WSH,NYY,0,2018,Nationals Park,"Washington, D.C.","42,723",,MLB
6030,PHI,STL,1,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","22,083",,MLB
6031,PIT,MIL,1,2018,PNC Park,"Pittsburgh, Pennsylvania","10,672",,MLB
6032,CLE,CHW,1,2018,Progressive Field,"Cleveland, Ohio","17,271",,MLB
6033,HOU,TB,1,2018,Minute Maid Park,"Houston, Texas","34,151",,MLB
6034,KC,TEX,0,2018,Kauffman Stadium,"Kansas City, Missouri","18,319",,MLB
6035,COL,NYM,0,2018,Coors Field,"Denver, Colorado","33,815",,MLB
6036,LAA,ARI,0,2018,Angel Stadium,"Anaheim, California","33,809",,MLB
6037,SF,MIA,0,2018,Oracle Park,"San Francisco, California","36,743",,MLB
6038,CHC,LAD,0,2018,Wrigley Field,"Chicago, Illinois","39,273",,MLB
6039,NYY,SEA,1,2018,Yankee Stadium,"Bronx, New York","45,122",,MLB
6040,WSH,BAL,1,2018,Nationals Park,"Washington, D.C.","33,391",,MLB
6041,PHI,STL,0,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","21,122",,MLB
6042,PIT,MIL,0,2018,PNC Park,"Pittsburgh, Pennsylvania","14,152",,MLB
6043,TOR,ATL,0,2018,Rogers Centre,"Toronto, Ontario","32,466",,MLB
6044,CLE,CHW,1,2018,Progressive Field,"Cleveland, Ohio","20,394",,MLB
6045,CIN,DET,1,2018,Great American Ball Park,"Cincinnati, Ohio","31,085",,MLB
6046,CHC,LAD,1,2018,Wrigley Field,"Chicago, Illinois","40,409",,MLB
6047,MIN,BOS,1,2018,Target Field,"Minneapolis, Minnesota","28,550",,MLB
6048,HOU,TB,0,2018,Minute Maid Park,"Houston, Texas","37,414",,MLB
6049,KC,TEX,0,2018,Kauffman Stadium,"Kansas City, Missouri","17,789",,MLB
6050,COL,NYM,1,2018,Coors Field,"Denver, Colorado","29,710",,MLB
6051,LAA,ARI,1,2018,Angel Stadium,"Anaheim, California","33,088",,MLB
6052,LAA,ARI,1,2018,Angel Stadium,"Anaheim, California","33,088",,MLB
6053,SD,OAK,0,2018,Petco Park,"San Diego, California","37,485",,MLB
6054,SF,MIA,1,2018,Oracle Park,"San Francisco, California","37,242",,MLB
6055,CIN,DET,1,2018,Great American Ball Park,"Cincinnati, Ohio","19,177",,MLB
6056,TOR,ATL,1,2018,Rogers Centre,"Toronto, Ontario","45,563",,MLB
6057,PHI,STL,1,2018,Citizens Bank Park,"Philadelphia, Pennsylvania","26,120",,MLB
6058,CLE,CHW,1,2018,Progressive Field,"Cleveland, Ohio","23,101",,MLB
6059,CHC,LAD,1,2018,Wrigley Field,"Chicago, Illinois","41,199",,MLB
6060,SD,OAK,0,2018,Petco Park,"San Diego, California","28,225",,MLB
6061,SF,MIA,1,2018,Oracle Park,"San Francisco, California","35,903",,MLB
6062,NYY,SEA,1,2018,Yankee Stadium,"Bronx, New York","46,047",,MLB
6063,WSH,BAL,0,2018,Nationals Park,"Washington, D.C.","32,153",,MLB
6064,MIN,BOS,1,2018,Target Field,"Minneapolis, Minnesota","33,153",,MLB
6065,HOU,TB,1,2018,Minute Maid Park,"Houston, Texas","43,409",,MLB
6066,KC,TEX,0,2018,Kauffman Stadium,"Kansas City, Missouri","19,489",,MLB
6067,COL,NYM,1,2018,Coors Field,"Denver, Colorado","38,685",,MLB
6068,NYY,SEA,1,2018,Yankee Stadium,"Bronx, New York","46,658",,MLB
6069,MIN,BOS,0,2018,Target Field,"Minneapolis, Minnesota","32,631",,MLB
6070,COL,NYM,1,2018,Coors Field,"Denver, Colorado","44,010",,MLB
6071,WSH,BAL,1,2018,Nationals Park,"Washington, D.C.","36,868",,MLB
6072,PIT,ARI,0,2018,PNC Park,"Pittsburgh, Pennsylvania","20,554",,MLB
6073,CIN,CHC,1,2018,Great American Ball Park,"Cincinnati, Ohio","19,581",,MLB
6074,MIL,STL,1,2018,Miller Park,"Milwaukee, Wisconsin","32,764",,MLB
6075,LAA,TOR,1,2018,Angel Stadium,"Anaheim, California","30,416",,MLB
6076,SF,SD,1,2018,Oracle Park,"San Francisco, California","37,497",,MLB
