home_team_name,away_team_name,home_wins,year,stadium_name,city,attendance,capacity,league
CHW,BAL,1,2019,Guaranteed Rate Field,"Chicago, Illinois","14,717",,MLB
KC,TB,0,2019,Kauffman Stadium,"Kansas City, Missouri","11,744",,MLB
SF,LAD,1,2019,Oracle Park,"San Francisco, California","32,212",,MLB
WSH,STL,0,2019,Nationals Park,"Washington, D.C.","19,753",,MLB
PHI,DET,0,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","31,759",,MLB
NYM,CIN,1,2019,Citi Field,"Queens, New York","20,836",,MLB
BOS,OAK,1,2019,Fenway Park,"Boston, Massachusetts","31,754",,MLB
MIA,CLE,0,2019,Marlins Park,"Miami, Florida","7,247",,MLB
ATL,SD,0,2019,Truist Park,"Atlanta, Georgia","18,626",,MLB
MIL,COL,1,2019,Miller Park,"Milwaukee, Wisconsin","25,673",,MLB
MIN,HOU,0,2019,Target Field,"Minneapolis, Minnesota","12,181",,MLB
TEX,PIT,0,2019,Globe Life Park in Arlington,"Arlington, Texas","18,641",,MLB
ARI,NYY,1,2019,Chase Field,"Phoenix, Arizona","36,352",,MLB
SF,LAD,0,2019,Oracle Park,"San Francisco, California","32,017",,MLB
LAA,TOR,1,2019,Angel Stadium,"Anaheim, California","38,797",,MLB
SEA,CHC,0,2019,T-Mobile Park,"Seattle, Washington","27,229",,MLB
BOS,OAK,1,2019,Fenway Park,"Boston, Massachusetts","33,708",,MLB
KC,TB,1,2019,Kauffman Stadium,"Kansas City, Missouri",,,MLB
TEX,PIT,0,2019,Globe Life Park in Arlington,"Arlington, Texas","23,562",,MLB
ARI,NYY,1,2019,Chase Field,"Phoenix, Arizona","31,365",,MLB
CHW,BAL,0,2019,Guaranteed Rate Field,"Chicago, Illinois",,,MLB
KC,TB,1,2019,Kauffman Stadium,"Kansas City, Missouri","11,411",,MLB
SEA,CHC,0,2019,T-Mobile Park,"Seattle, Washington","29,479",,MLB
NYM,CIN,0,2019,Citi Field,"Queens, New York","22,119",,MLB
WSH,STL,0,2019,Nationals Park,"Washington, D.C.","22,157",,MLB
PHI,DET,1,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","28,103",,MLB
MIA,CLE,1,2019,Marlins Park,"Miami, Florida","7,262",,MLB
ATL,SD,1,2019,Truist Park,"Atlanta, Georgia","20,394",,MLB
MIL,COL,0,2019,Miller Park,"Milwaukee, Wisconsin","28,780",,MLB
MIN,HOU,1,2019,Target Field,"Minneapolis, Minnesota","14,115",,MLB
CHW,BAL,1,2019,Guaranteed Rate Field,"Chicago, Illinois","14,781",,MLB
SF,LAD,1,2019,Oracle Park,"San Francisco, California","31,960",,MLB
LAA,TOR,1,2019,Angel Stadium,"Anaheim, California","33,082",,MLB
NYM,CIN,1,2019,Citi Field,"Queens, New York","21,445",,MLB
ATL,SD,0,2019,Truist Park,"Atlanta, Georgia","23,746",,MLB
MIN,HOU,1,2019,Target Field,"Minneapolis, Minnesota","17,271",,MLB
MIL,COL,0,2019,Miller Park,"Milwaukee, Wisconsin","21,319",,MLB
KC,TB,0,2019,Kauffman Stadium,"Kansas City, Missouri","23,343",,MLB
WSH,STL,1,2019,Nationals Park,"Washington, D.C.","24,338",,MLB
CHW,BOS,1,2019,Guaranteed Rate Field,"Chicago, Illinois","15,118",,MLB
LAA,TOR,1,2019,Angel Stadium,"Anaheim, California","40,064",,MLB
CHC,STL,1,2019,Wrigley Field,"Chicago, Illinois","34,978",,MLB
NYY,MIN,1,2019,Yankee Stadium,"Bronx, New York","35,911",,MLB
PIT,OAK,0,2019,PNC Park,"Pittsburgh, Pennsylvania","16,428",,MLB
BAL,TB,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","10,034",,MLB
PHI,WSH,1,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","33,125",,MLB
DET,KC,1,2019,Comerica Park,"Detroit, Michigan","14,020",,MLB
CLE,SEA,1,2019,Progressive Field,"Cleveland, Ohio","16,334",,MLB
MIA,ATL,0,2019,Marlins Park,"Miami, Florida","7,198",,MLB
CIN,SF,0,2019,Great American Ball Park,"Cincinnati, Ohio","23,478",,MLB
TEX,TOR,0,2019,Globe Life Park in Arlington,"Arlington, Texas","26,179",,MLB
CHW,BOS,0,2019,Guaranteed Rate Field,"Chicago, Illinois","17,504",,MLB
MIL,NYM,1,2019,Miller Park,"Milwaukee, Wisconsin","32,550",,MLB
COL,ARI,0,2019,Coors Field,"Denver, Colorado","29,574",,MLB
SD,LAD,0,2019,Petco Park,"San Diego, California","44,425",,MLB
NYY,MIN,0,2019,Yankee Stadium,"Bronx, New York","43,123",,MLB
CHC,STL,1,2019,Wrigley Field,"Chicago, Illinois","39,601",,MLB
DET,KC,0,2019,Comerica Park,"Detroit, Michigan","19,500",,MLB
CLE,SEA,1,2019,Progressive Field,"Cleveland, Ohio","18,420",,MLB
MIA,ATL,0,2019,Marlins Park,"Miami, Florida","10,229",,MLB
PIT,OAK,1,2019,PNC Park,"Pittsburgh, Pennsylvania","26,447",,MLB
BAL,TB,1,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","15,241",,MLB
PHI,WSH,0,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","43,319",,MLB
CHW,BOS,0,2019,Guaranteed Rate Field,"Chicago, Illinois","30,068",,MLB
MIL,NYM,1,2019,Miller Park,"Milwaukee, Wisconsin","39,565",,MLB
CIN,SF,1,2019,Great American Ball Park,"Cincinnati, Ohio","24,104",,MLB
TEX,TOR,1,2019,Globe Life Park in Arlington,"Arlington, Texas","31,787",,MLB
COL,ARI,0,2019,Coors Field,"Denver, Colorado","37,765",,MLB
SD,LAD,0,2019,Petco Park,"San Diego, California","44,558",,MLB
DET,KC,1,2019,Comerica Park,"Detroit, Michigan","16,369",,MLB
CLE,SEA,0,2019,Progressive Field,"Cleveland, Ohio","19,665",,MLB
MIA,ATL,0,2019,Marlins Park,"Miami, Florida","11,885",,MLB
PIT,OAK,1,2019,PNC Park,"Pittsburgh, Pennsylvania","18,517",,MLB
PHI,WSH,1,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","40,497",,MLB
CHW,BOS,0,2019,Guaranteed Rate Field,"Chicago, Illinois","36,553",,MLB
MIL,NYM,1,2019,Miller Park,"Milwaukee, Wisconsin","36,016",,MLB
TEX,TOR,1,2019,Globe Life Park in Arlington,"Arlington, Texas","30,934",,MLB
COL,ARI,1,2019,Coors Field,"Denver, Colorado","40,262",,MLB
NYY,MIN,1,2019,Yankee Stadium,"Bronx, New York","38,603",,MLB
SD,LAD,1,2019,Petco Park,"San Diego, California","44,473",,MLB
CIN,SF,0,2019,Great American Ball Park,"Cincinnati, Ohio","23,654",,MLB
CHC,STL,1,2019,Wrigley Field,"Chicago, Illinois","36,499",,MLB
CIN,SF,1,2019,Great American Ball Park,"Cincinnati, Ohio","19,476",,MLB
CLE,CHW,0,2019,Progressive Field,"Cleveland, Ohio","12,745",,MLB
NYY,SEA,1,2019,Yankee Stadium,"Bronx, New York","37,423",,MLB
BAL,BOS,1,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","11,042",,MLB
TOR,MIN,0,2019,Rogers Centre,"Toronto, Ontario","12,292",,MLB
TB,ARI,1,2019,Tropicana Field,"St. Petersburg, Florida","8,124",,MLB
MIL,WSH,1,2019,Miller Park,"Milwaukee, Wisconsin","29,299",,MLB
STL,PHI,1,2019,Busch Stadium,"St. Louis, Missouri","38,419",,MLB
CHC,MIA,0,2019,Wrigley Field,"Chicago, Illinois","34,555",,MLB
HOU,KC,1,2019,Minute Maid Park,"Houston, Texas","27,079",,MLB
SD,NYM,1,2019,Petco Park,"San Diego, California","20,176",,MLB
LAD,ATL,1,2019,Dodger Stadium,"Los Angeles, California","43,393",,MLB
CLE,CHW,0,2019,Progressive Field,"Cleveland, Ohio","12,961",,MLB
NYY,SEA,1,2019,Yankee Stadium,"Bronx, New York","36,851",,MLB
BAL,BOS,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","10,703",,MLB
PIT,TEX,1,2019,PNC Park,"Pittsburgh, Pennsylvania","13,032",,MLB
TOR,MIN,0,2019,Rogers Centre,"Toronto, Ontario","14,039",,MLB
DET,LAA,0,2019,Comerica Park,"Detroit, Michigan","14,169",,MLB
TB,ARI,1,2019,Tropicana Field,"St. Petersburg, Florida","8,059",,MLB
MIL,WSH,1,2019,Miller Park,"Milwaukee, Wisconsin","31,023",,MLB
STL,PHI,0,2019,Busch Stadium,"St. Louis, Missouri","38,562",,MLB
CHC,MIA,1,2019,Wrigley Field,"Chicago, Illinois","35,274",,MLB
HOU,KC,0,2019,Minute Maid Park,"Houston, Texas","30,377",,MLB
COL,SF,0,2019,Coors Field,"Denver, Colorado","21,707",,MLB
OAK,CIN,1,2019,Oakland Coliseum,"Oakland, California","11,794",,MLB
LAD,ATL,1,2019,Dodger Stadium,"Los Angeles, California","47,337",,MLB
SD,NYM,0,2019,Petco Park,"San Diego, California","23,129",,MLB
PIT,TEX,0,2019,PNC Park,"Pittsburgh, Pennsylvania","13,905",,MLB
TB,ARI,0,2019,Tropicana Field,"St. Petersburg, Florida","8,663",,MLB
MIL,WSH,1,2019,Miller Park,"Milwaukee, Wisconsin","30,333",,MLB
STL,PHI,0,2019,Busch Stadium,"St. Louis, Missouri","42,309",,MLB
SD,NYM,1,2019,Petco Park,"San Diego, California","21,952",,MLB
CLE,CHW,1,2019,Progressive Field,"Cleveland, Ohio","12,519",,MLB
NYY,SEA,0,2019,Yankee Stadium,"Bronx, New York","38,774",,MLB
BAL,BOS,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","12,451",,MLB
TOR,MIN,0,2019,Rogers Centre,"Toronto, Ontario","14,372",,MLB
DET,LAA,1,2019,Comerica Park,"Detroit, Michigan","13,224",,MLB
CHC,MIA,1,2019,Wrigley Field,"Chicago, Illinois","37,241",,MLB
HOU,KC,1,2019,Minute Maid Park,"Houston, Texas","22,698",,MLB
OAK,CIN,1,2019,Oakland Coliseum,"Oakland, California","9,096",,MLB
LAD,ATL,1,2019,Dodger Stadium,"Los Angeles, California","53,707",,MLB
DET,LAA,0,2019,Comerica Park,"Detroit, Michigan","16,404",,MLB
CLE,CHW,1,2019,Progressive Field,"Cleveland, Ohio","13,247",,MLB
CHC,MIA,1,2019,Wrigley Field,"Chicago, Illinois","32,301",,MLB
COL,SF,1,2019,Coors Field,"Denver, Colorado","25,368",,MLB
OAK,CIN,0,2019,Oakland Coliseum,"Oakland, California","19,694",,MLB
NYY,SEA,1,2019,Yankee Stadium,"Bronx, New York","37,016",,MLB
STL,PIT,1,2019,Busch Stadium,"St. Louis, Missouri","38,925",,MLB
HOU,TEX,1,2019,Minute Maid Park,"Houston, Texas","26,657",,MLB
ARI,ATL,1,2019,Chase Field,"Phoenix, Arizona","17,751",,MLB
LAD,WSH,0,2019,Dodger Stadium,"Los Angeles, California","42,851",,MLB
CHC,MIL,0,2019,Wrigley Field,"Chicago, Illinois","37,870",,MLB
BAL,LAA,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","14,495",,MLB
TOR,CHW,1,2019,Rogers Centre,"Toronto, Ontario","20,402",,MLB
NYM,MIA,1,2019,Citi Field,"Queens, New York","25,194",,MLB
TB,NYY,0,2019,Tropicana Field,"St. Petersburg, Florida","20,846",,MLB
BOS,SEA,1,2019,Fenway Park,"Boston, Massachusetts","33,731",,MLB
HOU,TEX,1,2019,Minute Maid Park,"Houston, Texas","33,023",,MLB
MIN,DET,1,2019,Target Field,"Minneapolis, Minnesota","26,789",,MLB
KC,PHI,1,2019,Kauffman Stadium,"Kansas City, Missouri","20,015",,MLB
STL,PIT,0,2019,Busch Stadium,"St. Louis, Missouri","45,060",,MLB
COL,SD,1,2019,Coors Field,"Denver, Colorado","27,594",,MLB
OAK,CLE,1,2019,Oakland Coliseum,"Oakland, California","36,913",,MLB
ARI,ATL,0,2019,Chase Field,"Phoenix, Arizona","21,932",,MLB
LAD,WSH,1,2019,Dodger Stadium,"Los Angeles, California","43,533",,MLB
SF,CIN,0,2019,Oracle Park,"San Francisco, California","32,191",,MLB
BOS,SEA,1,2019,Fenway Park,"Boston, Massachusetts","36,024",,MLB
MIN,DET,0,2019,Target Field,"Minneapolis, Minnesota","28,840",,MLB
STL,PIT,0,2019,Busch Stadium,"St. Louis, Missouri","43,011",,MLB
CHC,MIL,1,2019,Wrigley Field,"Chicago, Illinois","39,598",,MLB
TOR,CHW,0,2019,Rogers Centre,"Toronto, Ontario","24,563",,MLB
BAL,LAA,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","21,106",,MLB
OAK,CLE,1,2019,Oakland Coliseum,"Oakland, California","18,278",,MLB
TB,NYY,1,2019,Tropicana Field,"St. Petersburg, Florida","25,025",,MLB
NYM,MIA,1,2019,Citi Field,"Queens, New York","32,501",,MLB
KC,PHI,0,2019,Kauffman Stadium,"Kansas City, Missouri","24,463",,MLB
ARI,ATL,0,2019,Chase Field,"Phoenix, Arizona","33,168",,MLB
HOU,TEX,1,2019,Minute Maid Park,"Houston, Texas","35,849",,MLB
COL,SD,0,2019,Coors Field,"Denver, Colorado","37,118",,MLB
MIN,DET,1,2019,Target Field,"Minneapolis, Minnesota","20,724",,MLB
SF,CIN,0,2019,Oracle Park,"San Francisco, California","32,829",,MLB
LAD,WSH,0,2019,Dodger Stadium,"Los Angeles, California","53,647",,MLB
BAL,LAA,1,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","16,387",,MLB
BOS,SEA,1,2019,Fenway Park,"Boston, Massachusetts","33,069",,MLB
TOR,CHW,0,2019,Rogers Centre,"Toronto, Ontario","24,222",,MLB
TB,NYY,0,2019,Tropicana Field,"St. Petersburg, Florida","25,025",,MLB
HOU,TEX,1,2019,Minute Maid Park,"Houston, Texas","41,027",,MLB
MIN,DET,0,2019,Target Field,"Minneapolis, Minnesota","27,373",,MLB
KC,PHI,0,2019,Kauffman Stadium,"Kansas City, Missouri","19,640",,MLB
STL,PIT,0,2019,Busch Stadium,"St. Louis, Missouri","48,555",,MLB
COL,SD,1,2019,Coors Field,"Denver, Colorado","40,234",,MLB
SF,CIN,1,2019,Oracle Park,"San Francisco, California","35,824",,MLB
OAK,CLE,0,2019,Oakland Coliseum,"Oakland, California","18,891",,MLB
ARI,ATL,0,2019,Chase Field,"Phoenix, Arizona","27,460",,MLB
LAD,WSH,1,2019,Dodger Stadium,"Los Angeles, California","45,667",,MLB
CHC,MIL,1,2019,Wrigley Field,"Chicago, Illinois","37,267",,MLB
PHI,MIL,1,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","26,169",,MLB
DET,HOU,0,2019,Comerica Park,"Detroit, Michigan","15,086",,MLB
MIN,LAA,0,2019,Target Field,"Minneapolis, Minnesota","21,359",,MLB
CHW,CLE,1,2019,Guaranteed Rate Field,"Chicago, Illinois","16,471",,MLB
ARI,PIT,1,2019,Chase Field,"Phoenix, Arizona","15,418",,MLB
SEA,OAK,1,2019,T-Mobile Park,"Seattle, Washington","12,514",,MLB
CHW,CLE,0,2019,Guaranteed Rate Field,"Chicago, Illinois","18,823",,MLB
CIN,CHC,0,2019,Great American Ball Park,"Cincinnati, Ohio","16,853",,MLB
WSH,NYM,0,2019,Nationals Park,"Washington, D.C.","23,315",,MLB
PHI,MIL,0,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","31,533",,MLB
BOS,COL,0,2019,Fenway Park,"Boston, Massachusetts","35,804",,MLB
DET,HOU,0,2019,Comerica Park,"Detroit, Michigan","14,261",,MLB
MIA,TB,0,2019,Marlins Park,"Miami, Florida","6,306",,MLB
ATL,STL,0,2019,Truist Park,"Atlanta, Georgia","23,718",,MLB
MIN,LAA,1,2019,Target Field,"Minneapolis, Minnesota","26,747",,MLB
KC,TEX,1,2019,Kauffman Stadium,"Kansas City, Missouri","19,410",,MLB
ARI,PIT,0,2019,Chase Field,"Phoenix, Arizona","21,047",,MLB
SF,TOR,0,2019,Oracle Park,"San Francisco, California","31,230",,MLB
LAD,SD,1,2019,Dodger Stadium,"Los Angeles, California","46,460",,MLB
SEA,OAK,1,2019,T-Mobile Park,"Seattle, Washington","11,363",,MLB
MIN,LAA,1,2019,Target Field,"Minneapolis, Minnesota","31,919",,MLB
NYY,BAL,1,2019,Yankee Stadium,"Bronx, New York",,,MLB
ARI,PIT,1,2019,Chase Field,"Phoenix, Arizona","17,258",,MLB
SF,TOR,1,2019,Oracle Park,"San Francisco, California","31,828",,MLB
NYY,BAL,1,2019,Yankee Stadium,"Bronx, New York","41,138",,MLB
CIN,CHC,1,2019,Great American Ball Park,"Cincinnati, Ohio","17,101",,MLB
WSH,NYM,1,2019,Nationals Park,"Washington, D.C.","29,673",,MLB
PHI,MIL,0,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","28,129",,MLB
BOS,COL,1,2019,Fenway Park,"Boston, Massachusetts","37,032",,MLB
DET,HOU,0,2019,Comerica Park,"Detroit, Michigan","15,940",,MLB
MIA,TB,0,2019,Marlins Park,"Miami, Florida","5,947",,MLB
ATL,STL,1,2019,Truist Park,"Atlanta, Georgia","23,367",,MLB
KC,TEX,0,2019,Kauffman Stadium,"Kansas City, Missouri","14,572",,MLB
LAD,SD,1,2019,Dodger Stadium,"Los Angeles, California","41,671",,MLB
WSH,NYM,1,2019,Nationals Park,"Washington, D.C.","28,807",,MLB
PHI,MIL,0,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","38,346",,MLB
DET,OAK,0,2019,Comerica Park,"Detroit, Michigan","18,527",,MLB
KC,TEX,0,2019,Kauffman Stadium,"Kansas City, Missouri","17,469",,MLB
CLE,BAL,1,2019,Progressive Field,"Cleveland, Ohio","16,324",,MLB
CIN,CHC,1,2019,Great American Ball Park,"Cincinnati, Ohio","18,739",,MLB
ATL,STL,1,2019,Truist Park,"Atlanta, Georgia","28,783",,MLB
CHW,TOR,1,2019,Guaranteed Rate Field,"Chicago, Illinois","20,119",,MLB
SEA,MIN,0,2019,T-Mobile Park,"Seattle, Washington","16,161",,MLB
SD,PIT,1,2019,Petco Park,"San Diego, California","20,877",,MLB
NYY,TB,1,2019,Yankee Stadium,"Bronx, New York","41,281",,MLB
WSH,CHC,0,2019,Nationals Park,"Washington, D.C.","33,296",,MLB
PHI,COL,1,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","28,079",,MLB
CLE,BAL,0,2019,Progressive Field,"Cleveland, Ohio","22,999",,MLB
BOS,HOU,0,2019,Fenway Park,"Boston, Massachusetts","35,558",,MLB
DET,OAK,0,2019,Comerica Park,"Detroit, Michigan","18,746",,MLB
CIN,LAD,0,2019,Great American Ball Park,"Cincinnati, Ohio","27,456",,MLB
MIA,NYM,1,2019,Marlins Park,"Miami, Florida","9,870",,MLB
ATL,MIL,1,2019,Truist Park,"Atlanta, Georgia","36,222",,MLB
TEX,STL,1,2019,Globe Life Park in Arlington,"Arlington, Texas","34,398",,MLB
CHW,TOR,0,2019,Guaranteed Rate Field,"Chicago, Illinois","17,078",,MLB
ARI,SF,1,2019,Chase Field,"Phoenix, Arizona","26,806",,MLB
LAA,KC,1,2019,Angel Stadium,"Anaheim, California","43,444",,MLB
SD,PIT,0,2019,Petco Park,"San Diego, California","28,913",,MLB
SEA,MIN,0,2019,T-Mobile Park,"Seattle, Washington","20,256",,MLB
NYY,TB,0,2019,Yankee Stadium,"Bronx, New York","43,079",,MLB
CHW,TOR,1,2019,Guaranteed Rate Field,"Chicago, Illinois","22,908",,MLB
TEX,STL,0,2019,Globe Life Park in Arlington,"Arlington, Texas","30,967",,MLB
PHI,COL,1,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","42,354",,MLB
CLE,BAL,1,2019,Progressive Field,"Cleveland, Ohio","25,652",,MLB
DET,OAK,0,2019,Comerica Park,"Detroit, Michigan","22,913",,MLB
CIN,LAD,1,2019,Great American Ball Park,"Cincinnati, Ohio","31,156",,MLB
MIA,NYM,1,2019,Marlins Park,"Miami, Florida","13,474",,MLB
WSH,CHC,1,2019,Nationals Park,"Washington, D.C.","37,582",,MLB
BOS,HOU,0,2019,Fenway Park,"Boston, Massachusetts","36,887",,MLB
ATL,MIL,1,2019,Truist Park,"Atlanta, Georgia","39,121",,MLB
SD,PIT,0,2019,Petco Park,"San Diego, California","39,856",,MLB
LAA,KC,1,2019,Angel Stadium,"Anaheim, California","43,415",,MLB
ARI,SF,0,2019,Chase Field,"Phoenix, Arizona","25,014",,MLB
SEA,MIN,0,2019,T-Mobile Park,"Seattle, Washington","34,440",,MLB
BOS,HOU,1,2019,Fenway Park,"Boston, Massachusetts","35,796",,MLB
NYY,TB,1,2019,Yankee Stadium,"Bronx, New York","43,032",,MLB
PHI,COL,1,2019,Citizens Bank Park,"Philadelphia, Pennsylvania","38,603",,MLB
CLE,BAL,1,2019,Progressive Field,"Cleveland, Ohio","21,377",,MLB
DET,OAK,0,2019,Comerica Park,"Detroit, Michigan","15,680",,MLB
CIN,LAD,0,2019,Great American Ball Park,"Cincinnati, Ohio","31,016",,MLB
MIA,NYM,1,2019,Marlins Park,"Miami, Florida","15,983",,MLB
ATL,MIL,0,2019,Truist Park,"Atlanta, Georgia","36,548",,MLB
CHW,TOR,0,2019,Guaranteed Rate Field,"Chicago, Illinois","18,605",,MLB
TEX,STL,1,2019,Globe Life Park in Arlington,"Arlington, Texas","32,112",,MLB
ARI,SF,0,2019,Chase Field,"Phoenix, Arizona","24,061",,MLB
LAA,KC,0,2019,Angel Stadium,"Anaheim, California","43,329",,MLB
SD,PIT,0,2019,Petco Park,"San Diego, California","29,863",,MLB
SEA,MIN,1,2019,T-Mobile Park,"Seattle, Washington","31,070",,MLB
WSH,CHC,0,2019,Nationals Park,"Washington, D.C.","23,244",,MLB
TOR,BOS,0,2019,Rogers Centre,"Toronto, Ontario","26,794",,MLB
CLE,OAK,0,2019,Progressive Field,"Cleveland, Ohio","12,563",,MLB
BAL,NYY,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","16,457",,MLB
NYM,WSH,1,2019,Citi Field,"Queens, New York","22,335",,MLB
CHC,PHI,0,2019,Wrigley Field,"Chicago, Illinois","37,909",,MLB
TEX,SEA,1,2019,Globe Life Park in Arlington,"Arlington, Texas","18,796",,MLB
HOU,CHW,1,2019,Minute Maid Park,"Houston, Texas","24,364",,MLB
SF,ATL,0,2019,Oracle Park,"San Francisco, California","29,815",,MLB
LAA,MIN,0,2019,Angel Stadium,"Anaheim, California","34,177",,MLB
SD,ARI,1,2019,Petco Park,"San Diego, California","17,578",,MLB
CLE,OAK,0,2019,Progressive Field,"Cleveland, Ohio","13,705",,MLB
CHC,PHI,1,2019,Wrigley Field,"Chicago, Illinois","36,768",,MLB
PIT,COL,0,2019,PNC Park,"Pittsburgh, Pennsylvania","12,265",,MLB
BAL,NYY,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","17,389",,MLB
TOR,BOS,1,2019,Rogers Centre,"Toronto, Ontario","14,407",,MLB
TB,LAD,0,2019,Tropicana Field,"St. Petersburg, Florida","15,862",,MLB
DET,MIA,0,2019,Comerica Park,"Detroit, Michigan","15,565",,MLB
NYM,WSH,1,2019,Citi Field,"Queens, New York","24,631",,MLB
MIL,CIN,0,2019,Miller Park,"Milwaukee, Wisconsin","36,829",,MLB
TEX,SEA,1,2019,Globe Life Park in Arlington,"Arlington, Texas","19,157",,MLB
HOU,CHW,1,2019,Minute Maid Park,"Houston, Texas","31,392",,MLB
SF,ATL,1,2019,Oracle Park,"San Francisco, California","28,030",,MLB
LAA,MIN,0,2019,Angel Stadium,"Anaheim, California","32,316",,MLB
SD,ARI,1,2019,Petco Park,"San Diego, California","19,969",,MLB
MIL,CIN,1,2019,Miller Park,"Milwaukee, Wisconsin","35,330",,MLB
CLE,OAK,0,2019,Progressive Field,"Cleveland, Ohio","17,010",,MLB
STL,KC,0,2019,Busch Stadium,"St. Louis, Missouri","42,725",,MLB
TEX,SEA,1,2019,Globe Life Park in Arlington,"Arlington, Texas","22,400",,MLB
SD,ARI,1,2019,Petco Park,"San Diego, California","18,715",,MLB
PIT,COL,0,2019,PNC Park,"Pittsburgh, Pennsylvania","9,534",,MLB
BAL,NYY,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","17,849",,MLB
TOR,BOS,0,2019,Rogers Centre,"Toronto, Ontario","18,285",,MLB
TB,LAD,1,2019,Tropicana Field,"St. Petersburg, Florida","12,826",,MLB
DET,MIA,0,2019,Comerica Park,"Detroit, Michigan","14,506",,MLB
NYM,WSH,1,2019,Citi Field,"Queens, New York","27,188",,MLB
STL,KC,1,2019,Busch Stadium,"St. Louis, Missouri","42,529",,MLB
CHC,PHI,1,2019,Wrigley Field,"Chicago, Illinois","39,246",,MLB
HOU,CHW,0,2019,Minute Maid Park,"Houston, Texas","30,237",,MLB
SF,ATL,0,2019,Oracle Park,"San Francisco, California","31,402",,MLB
NYM,WSH,1,2019,Citi Field,"Queens, New York","29,962",,MLB
PIT,COL,1,2019,PNC Park,"Pittsburgh, Pennsylvania","15,490",,MLB
BAL,NYY,0,2019,Oriole Park at Camden Yards,"Baltimore, Maryland","30,624",,MLB
TOR,BOS,0,2019,Rogers Centre,"Toronto, Ontario","36,526",,MLB
DET,MIA,0,2019,Comerica Park,"Detroit, Michigan","17,214",,MLB
CHC,PHI,0,2019,Wrigley Field,"Chicago, Illinois","37,173",,MLB
SF,ATL,0,2019,Oracle Park,"San Francisco, California","32,463",,MLB
LAA,MIN,0,2019,Angel Stadium,"Anaheim, California","30,992",,MLB
CLE,TB,0,2019,Progressive Field,"Cleveland, Ohio","18,884",,MLB
HOU,CHW,0,2019,Minute Maid Park,"Houston, Texas","26,073",,MLB
CHC,CIN,0,2019,Wrigley Field,"Chicago, Illinois","35,266",,MLB
WSH,MIA,1,2019,Nationals Park,"Washington, D.C.","29,173",,MLB
PIT,LAD,0,2019,PNC Park,"Pittsburgh, Pennsylvania","32,388",,MLB
TOR,SD,0,2019,Rogers Centre,"Toronto, Ontario","19,480",,MLB
NYM,DET,0,2019,Citi Field,"Queens, New York","27,082",,MLB
CLE,TB,1,2019,Progressive Field,"Cleveland, Ohio","24,084",,MLB
HOU,BOS,1,2019,Minute Maid Park,"Houston, Texas","35,606",,MLB
MIL,PHI,0,2019,Miller Park,"Milwaukee, Wisconsin","40,254",,MLB
MIN,CHW,1,2019,Target Field,"Minneapolis, Minnesota","29,638",,MLB
STL,ATL,0,2019,Busch Stadium,"St. Louis, Missouri","44,630",,MLB
COL,BAL,1,2019,Coors Field,"Denver, Colorado","32,397",,MLB
OAK,SEA,1,2019,Oakland Coliseum,"Oakland, California","12,902",,MLB
LAA,TEX,0,2019,Angel Stadium,"Anaheim, California","43,806",,MLB
SF,ARI,0,2019,Oracle Park,"San Francisco, California","31,777",,MLB
MIN,CHW,1,2019,Target Field,"Minneapolis, Minnesota","39,139",,MLB
KC,NYY,0,2019,Kauffman Stadium,"Kansas City, Missouri","25,243",,MLB
CHC,CIN,1,2019,Wrigley Field,"Chicago, Illinois","40,929",,MLB
TOR,SD,0,2019,Rogers Centre,"Toronto, Ontario","24,212",,MLB
SF,ARI,0,2019,Oracle Park,"San Francisco, California","31,531",,MLB
WSH,MIA,1,2019,Nationals Park,"Washington, D.C.","33,163",,MLB
OAK,SEA,1,2019,Oakland Coliseum,"Oakland, California","18,975",,MLB
NYM,DET,1,2019,Citi Field,"Queens, New York","40,691",,MLB
MIL,PHI,0,2019,Miller Park,"Milwaukee, Wisconsin","42,475",,MLB
CLE,TB,0,2019,Progressive Field,"Cleveland, Ohio","25,882",,MLB
STL,ATL,1,2019,Busch Stadium,"St. Louis, Missouri","45,760",,MLB
HOU,BOS,1,2019,Minute Maid Park,"Houston, Texas","40,722",,MLB
